date,lat,lon,elev,slope,VV,VH,angle,sm_pred,comp_date,n_images
2025-10-17,-25.167164883709503,29.416342825788064,889.0532836914062,0.2736734743049231,-10.552644273439329,-20.740964119707908,39.469482421875,16.31034755269654,2025-10-14,1
2025-10-17,-25.167041645238218,29.416317451356218,889.0532836914062,0.2736734743049231,-10.552644273439329,-20.740964119707908,39.469482421875,16.31034755269654,2025-10-14,1
2025-10-17,-25.16718739591833,29.41662019234701,889.19482421875,0.2736734743049231,-12.046903142328162,-22.343096498691782,39.46759033203125,15.68414617480545,2025-10-14,1
2025-10-17,-25.167039305436056,29.416601303289976,889.19482421875,0.2736734743049231,-12.046903142328162,-22.343096498691782,39.46759033203125,15.68414617480545,2025-10-14,1
2025-10-17,-25.16721115185745,29.41691284966163,889.200439453125,0.2736734743049231,-11.653781307912025,-22.934843306817307,39.4663200378418,17.952386165609024,2025-10-14,1
2025-10-17,-25.16704026827274,29.41689875668355,889.200439453125,0.2736734743049231,-15.203315371168966,-18.957470473846158,39.466644287109375,13.453680248564567,2025-10-14,1
2025-10-17,-25.16723514115619,29.417208389223894,889.5120849609375,0.2736734743049231,-12.639859695444295,-19.963452857293976,39.46442413330078,14.467744408275319,2025-10-14,1
2025-10-17,-25.16704123046889,29.417196197144783,889.5120849609375,0.2736734743049231,-15.752146027831056,-20.7357637951253,39.46474838256836,13.224148704059024,2025-10-14,1
2025-10-17,-25.167243323476928,29.417438010113717,889.4650268554688,0.2736734743049231,-15.227510966029502,-21.22593001929396,39.46347427368164,12.88217858319612,2025-10-14,1
2025-10-17,-25.167039759805434,29.41745865399779,889.4650268554688,0.2736734743049231,-14.202376630956264,-21.24952201834897,39.46379852294922,13.700302062976213,2025-10-14,1
